scenario_slug,exp_id,method,method_slug,mht_method,alpha,B_budget_multiplier,C_budget_multiplier,W_cap_multiplier,effective_alpha,gamma_i_multiplier,delta,opt_cost,true_cost,x_size,y_size,z_star_size,z_size,avg_circuit_bound_width,avg_group_bound_width,worst_value,best_lower,best_upper,gap,timed_out,elapsed_sec,x_sum,y_sum,z_sum,z_star_sum,eval_cost,W_used_fasttrip_opt,W_used_psps_opt,B_budget,C_budget,W_cap,B_budget_fraction,C_budget_fraction,W_cap_fraction,alpha_effective,gamma,K_groups,grouping_method,population_psps_actual,population_fast_trip,population_psps
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p95__d0p9__expid0__ef7ecba7c1,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.2,0.8,0.95,0.9,22617837.87174034,2781476.411904762,182,0,31,182,10.325398844225042,,22617837.87174034,22617837.87174032,22617837.87174034,9.882351229822312e-16,False,0.8757967948913574,182,0,182,31,2781476.411904762,0.0,840427.3521428572,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p95__d0p9__expid0__ef7ecba7c1,0,CI,ci,ci,0.4,0.2,0.3,0.2,0.8,0.95,0.9,20614247.377965543,2789804.3404761907,190,0,30,190,8.507157914915426,,20614247.377965543,20614247.377965532,20614247.377965543,5.421430474988657e-16,False,0.328341007232666,190,0,190,30,2789804.3404761907,0.0,840431.0057142857,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p95__d0p9__expid0__ef7ecba7c1,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.2,0.8,0.95,0.9,745843.6992295384,2222583.8285714285,165,0,58,165,,,745843.6992295384,745843.6992295384,745843.6992295384,0.0,False,0.06837177276611328,165,0,165,58,2222583.8285714285,0.0,840432.2229545454,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p95__d0p9__expid0__ef7ecba7c1,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.2,0.8,0.95,0.9,0.0,2352324.97095238,240,160,8,0,,,0.0,0.0,0.0,5.744528081988218e-05,False,0.04277372360229492,240,160,0,8,2352324.97095238,822052.572840909,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p95__d1__expid0__af3fe2644a,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.2,0.8,0.95,1.0,4720048.439626464,1503172.4571428574,240,0,73,45,8.32859866126265,146.2258781249679,4720048.439626464,4828010.312525329,4720048.439626464,-0.02287304341889538,False,15.45956802368164,240,0,45,73,1503172.4571428574,0.0,840284.3333333334,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p95__d1__expid0__af3fe2644a,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.2,0.8,0.95,1.0,6476508.9446277395,1597528.0238095238,178,0,75,47,15.283223930452401,233.17280126137774,6476508.9446277395,6476508.9446277395,6476508.9446277395,0.0,False,42.23760104179382,178,0,47,75,1597528.0238095238,0.0,840308.3333333334,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p95__d1__expid0__af3fe2644a,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.2,0.8,0.95,1.0,7931473.862350246,1653844.5952380956,240,0,74,45,22.005821856836814,319.5617003681235,7931473.862350246,7962301.627393961,7931473.862350246,-0.0038867637438800263,False,45.367971658706665,240,0,45,74,1653844.5952380956,0.0,840069.6333333333,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p95__d1__expid0__af3fe2644a,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.2,0.8,0.95,1.0,42289277.47410759,2994264.3404761907,199,0,27,199,18.72918733624749,,42289277.47410759,42289277.47410766,42289277.47410759,-1.5856318522672864e-15,False,0.31702208518981934,199,0,199,27,2994264.3404761907,0.0,840377.4892857142,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p95__d1__expid0__af3fe2644a,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.2,0.8,0.95,1.0,24069099.573465936,2797643.7452380955,158,0,28,158,10.325398844225042,,24069099.573465936,24069099.573465552,24069099.573465936,1.5941805366270453e-14,False,0.31440114974975586,158,0,158,28,2797643.7452380955,0.0,840335.6595238096,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p95__d1__expid0__af3fe2644a,0,CI,ci,ci,0.4,0.2,0.3,0.2,0.8,0.95,1.0,21779210.49698395,2792259.3404761907,175,0,29,175,8.507157914915426,,21779210.49698395,21779210.496983938,21779210.49698395,5.13143986414632e-16,False,0.31154489517211914,175,0,175,29,2792259.3404761907,0.0,840360.2285714287,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p95__d1__expid0__af3fe2644a,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.2,0.8,0.95,1.0,777539.4211621763,2349871.5785714285,146,0,49,146,,,777539.4211621763,777539.4211621763,777539.4211621763,0.0,False,0.08255910873413086,146,0,146,49,2349871.5785714285,0.0,840391.1977272728,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p95__d1__expid0__af3fe2644a,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.2,0.8,0.95,1.0,0.0,2354719.5542857135,240,160,5,0,,,0.0,0.0,0.0,5.744528081988218e-05,False,0.0437929630279541,240,160,0,5,2354719.5542857135,822052.572840909,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p8__expid0__235f6133b4,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.2,0.8,0.9,0.8,4054997.6296068225,1365616.373809524,240,0,97,0,8.32859866126265,146.2258781249679,4054997.6296068225,2637287.2776713027,4054997.6296068225,0.34962051311309467,True,120.05404806137085,240,0,0,97,1365616.373809524,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p8__expid0__235f6133b4,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.2,0.8,0.9,0.8,6767503.797886695,1450929.4452380955,240,0,100,0,15.283223930452401,233.17280126137774,6767503.797886695,4094265.316937404,6767503.797886695,0.39501100565086783,True,120.02953696250916,240,0,0,100,1450929.4452380955,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p8__expid0__235f6133b4,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.2,0.8,0.9,0.8,8382061.237988513,1584467.6619047623,240,0,85,0,22.005821856836814,319.5617003681235,8382061.237988513,5281683.347528438,8382061.237988513,0.3698825148650535,True,120.0058422088623,240,0,0,85,1584467.6619047623,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p8__expid0__235f6133b4,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.2,0.8,0.9,0.8,36518711.21089037,2802874.3404761907,210,0,28,210,18.72918733624749,,36518711.21089037,36518711.21089017,36518711.21089037,5.508564498764487e-15,False,0.3223459720611572,210,0,210,28,2802874.3404761907,0.0,840409.2980952382,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p8__expid0__235f6133b4,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.2,0.8,0.9,0.8,21006001.734807696,2664035.7452380955,213,0,43,213,10.325398844225042,,21006001.734807696,21006001.734807655,21006001.734807696,1.9507850089900127e-15,False,0.3122830390930176,213,0,213,43,2664035.7452380955,0.0,840409.2410389611,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p8__expid0__235f6133b4,0,CI,ci,ci,0.4,0.2,0.3,0.2,0.8,0.9,0.8,19277176.73506874,2742277.3404761907,220,0,35,220,8.507157914915426,,19277176.73506874,19277176.735068694,19277176.73506874,2.3189849943233174e-15,False,0.35782504081726074,220,0,220,35,2742277.3404761907,0.0,840429.6200865802,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p8__expid0__235f6133b4,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.2,0.8,0.9,0.8,708339.1062144209,2133773.066666667,207,0,74,207,,,708339.1062144209,708339.1062144209,708339.1062144209,0.0,False,0.06937408447265625,207,0,207,74,2133773.066666667,0.0,840419.7791341993,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p8__expid0__235f6133b4,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.2,0.8,0.9,0.8,0.0,2357413.2542857137,240,160,4,0,,,0.0,0.0,0.0,0.0,False,0.03752279281616211,240,160,0,4,2357413.2542857137,825290.9979545453,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p9__expid0__d90d2040ee,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.2,0.8,0.9,0.9,3871430.0934366183,1372920.723809524,240,0,98,66,8.32859866126265,146.2258781249679,3871430.0934366183,3899381.547055112,3871430.0934366183,-0.007219929830550477,False,34.462745904922485,240,0,66,98,1372920.723809524,0.0,840436.95,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p9__expid0__d90d2040ee,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.2,0.8,0.9,0.9,6408025.278908718,1565648.2833333337,240,0,89,0,15.283223930452401,233.17280126137774,6408025.278908718,4274987.754204191,6408025.278908718,0.3328697113173345,True,120.01657009124756,240,0,0,89,1565648.2833333337,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p9__expid0__d90d2040ee,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.2,0.8,0.9,0.9,7754507.243019879,1540592.0619047622,239,0,83,0,22.005821856836814,319.5617003681235,7754507.243019879,5766054.853481963,7754507.243019879,0.2564253700746486,True,120.00722002983093,239,0,0,83,1540592.0619047622,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p9__expid0__d90d2040ee,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.2,0.8,0.9,0.9,39609030.7168788,2973779.007142857,216,0,29,216,18.72918733624749,,39609030.7168788,39609030.71687884,39609030.7168788,-9.405153903133602e-16,False,0.31648778915405273,216,0,216,29,2973779.007142857,0.0,840431.9903571429,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p9__expid0__d90d2040ee,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.2,0.8,0.9,0.9,22617837.87174034,2781476.411904762,182,0,31,182,10.325398844225042,,22617837.87174034,22617837.87174032,22617837.87174034,9.882351229822312e-16,False,1.003105640411377,182,0,182,31,2781476.411904762,0.0,840427.3521428572,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p9__expid0__d90d2040ee,0,CI,ci,ci,0.4,0.2,0.3,0.2,0.8,0.9,0.9,20614247.377965543,2789804.3404761907,190,0,30,190,8.507157914915426,,20614247.377965543,20614247.377965532,20614247.377965543,5.421430474988657e-16,False,0.32495903968811035,190,0,190,30,2789804.3404761907,0.0,840431.0057142857,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p9__expid0__d90d2040ee,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.2,0.8,0.9,0.9,745843.6992295384,2222583.8285714285,165,0,58,165,,,745843.6992295384,745843.6992295384,745843.6992295384,0.0,False,0.06946897506713867,165,0,165,58,2222583.8285714285,0.0,840432.2229545454,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d0p9__expid0__d90d2040ee,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.2,0.8,0.9,0.9,0.0,2361775.2542857137,240,160,4,0,,,0.0,0.0,0.0,0.0,False,0.037629127502441406,240,160,0,4,2361775.2542857137,825290.9979545453,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d1__expid0__ea4f763541,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.2,0.8,0.9,1.0,4668544.561098299,1508508.473809524,181,0,79,46,8.32859866126265,146.2258781249679,4668544.561098299,4730144.786374114,4668544.561098299,-0.013194738632059602,False,19.7971351146698,181,0,46,79,1508508.473809524,0.0,840237.2666666666,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d1__expid0__ea4f763541,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.2,0.8,0.9,1.0,6261573.995090673,1643068.616666667,240,0,94,51,15.283223930452401,233.17280126137774,6261573.995090673,6528768.607682001,6261573.995090673,-0.042672116116621715,False,34.771047830581665,240,0,51,94,1643068.616666667,0.0,840328.9333333333,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d1__expid0__ea4f763541,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.2,0.8,0.9,1.0,7741723.845525295,1694097.073809524,209,0,63,45,22.005821856836814,319.5617003681235,7741723.845525295,7819140.6933082,7741723.845525295,-0.00999994953677559,False,44.509544134140015,209,0,45,63,1694097.073809524,0.0,840435.8,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d1__expid0__ea4f763541,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.2,0.8,0.9,1.0,42288511.3930986,2994264.3404761907,199,0,27,199,18.72918733624749,,42288511.3930986,42288511.39309865,42288511.3930986,-1.233291559820151e-15,False,0.31362104415893555,199,0,199,27,2994264.3404761907,0.0,840407.7749999999,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d1__expid0__ea4f763541,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.2,0.8,0.9,1.0,24069099.573465936,2797643.7452380955,158,0,28,158,10.325398844225042,,24069099.573465936,24069099.573465582,24069099.573465936,1.4703606891220323e-14,False,0.3206603527069092,158,0,158,28,2797643.7452380955,0.0,840335.6595238096,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d1__expid0__ea4f763541,0,CI,ci,ci,0.4,0.2,0.3,0.2,0.8,0.9,1.0,21779210.49698395,2792259.3404761907,175,0,29,175,8.507157914915426,,21779210.49698395,21779210.496983938,21779210.49698395,5.13143986414632e-16,False,0.3221879005432129,175,0,175,29,2792259.3404761907,0.0,840360.2285714287,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d1__expid0__ea4f763541,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.2,0.8,0.9,1.0,777519.3552903289,2364559.5785714285,147,1,48,146,,,777519.3552903289,777519.3552903289,777519.3552903289,0.0,False,0.09244871139526367,147,1,146,48,2364559.5785714285,623.52,839804.1977272728,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p8__g0p9__d1__expid0__ea4f763541,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.2,0.8,0.9,1.0,0.0,2365496.7542857137,240,160,2,0,,,0.0,0.0,0.0,0.0,False,0.037631988525390625,240,160,0,2,2365496.7542857137,825290.9979545453,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p8__expid0__8cfdc7685e,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.2,0.9,0.8,0.8,4658311.550800802,1368754.2071428574,240,0,99,0,8.32859866126265,146.2258781249679,4658311.550800802,2637056.2189526474,4658311.550800802,0.43390299463776405,True,120.02706980705261,240,0,0,99,1368754.2071428574,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p8__expid0__8cfdc7685e,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.2,0.9,0.8,0.8,6784603.531998872,1419401.778571429,240,0,98,0,15.283223930452401,233.17280126137774,6784603.531998872,4094265.316937404,6784603.531998872,0.39653580380530257,True,120.03730797767639,240,0,0,98,1419401.778571429,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p8__expid0__8cfdc7685e,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.2,0.9,0.8,0.8,8308870.02329116,1513609.1619047623,240,0,90,0,22.005821856836814,319.5617003681235,8308870.02329116,5328724.466576297,8308870.02329116,0.35867037856664197,True,120.00870990753174,240,0,0,90,1513609.1619047623,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p8__expid0__8cfdc7685e,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.2,0.9,0.8,0.8,36518711.21089037,2802874.3404761907,210,0,28,210,18.72918733624749,,36518711.21089037,36518711.21089017,36518711.21089037,5.508564498764487e-15,False,0.8586199283599854,210,0,210,28,2802874.3404761907,0.0,840409.2980952382,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p8__expid0__8cfdc7685e,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.2,0.9,0.8,0.8,21006001.734807696,2664035.7452380955,213,0,43,213,10.325398844225042,,21006001.734807696,21006001.734807655,21006001.734807696,1.9507850089900127e-15,False,0.32121801376342773,213,0,213,43,2664035.7452380955,0.0,840409.2410389611,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p8__expid0__8cfdc7685e,0,CI,ci,ci,0.4,0.2,0.3,0.2,0.9,0.8,0.8,19277176.73506874,2742277.3404761907,220,0,35,220,8.507157914915426,,19277176.73506874,19277176.735068694,19277176.73506874,2.3189849943233174e-15,False,0.8163769245147705,220,0,220,35,2742277.3404761907,0.0,840429.6200865802,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p8__expid0__8cfdc7685e,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.2,0.9,0.8,0.8,708339.1062144209,2133773.066666667,207,0,74,207,,,708339.1062144209,708339.1062144209,708339.1062144209,0.0,False,0.07067394256591797,207,0,207,74,2133773.066666667,0.0,840419.7791341993,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p8__expid0__8cfdc7685e,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.2,0.9,0.8,0.8,0.0,2179203.1028571427,240,160,37,0,,,0.0,0.0,0.0,0.0,False,0.03789687156677246,240,160,0,37,2179203.1028571427,733435.1981818182,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p9__expid0__d9f36ca588,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.2,0.9,0.8,0.9,4010667.5035208995,1400974.6738095242,200,2,88,48,8.32859866126265,146.2258781249679,4010667.5035208995,4045453.416580171,4010667.5035208995,-0.008673347523506604,False,115.81980800628662,200,2,48,88,1400974.6738095242,18665.2,821766.6900000001,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p9__expid0__d9f36ca588,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.2,0.9,0.8,0.9,5766241.757308477,1575000.6119047618,240,4,87,0,15.283223930452401,233.17280126137774,5766241.757308477,4275604.254846735,5766241.757308477,0.2585111005053542,True,120.01049494743347,240,4,0,87,1575000.6119047618,33260.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p9__expid0__d9f36ca588,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.2,0.9,0.8,0.9,7129061.381212946,1651152.8619047618,240,6,72,0,22.005821856836814,319.5617003681235,7129061.381212946,5577740.953384614,7129061.381212946,0.21760514391368435,True,120.0230360031128,240,6,0,72,1651152.8619047618,105039.30666666667,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p9__expid0__d9f36ca588,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.2,0.9,0.8,0.9,39575901.099159114,2967458.0071428567,227,47,30,180,18.72918733624749,,39575901.099159114,39575901.09915911,39575901.099159114,1.8826054214801273e-16,False,0.3567171096801758,227,47,180,30,2967458.0071428567,183974.41142857145,656452.1475,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p9__expid0__d9f36ca588,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.2,0.9,0.8,0.9,22607965.838928584,2779226.2452380955,189,19,32,170,10.325398844225042,,22607965.838928584,22607965.838928573,22607965.838928584,4.943333237058438e-16,False,0.3329930305480957,189,19,170,32,2779226.2452380955,65396.780952380956,774959.1118831169,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p9__expid0__d9f36ca588,0,CI,ci,ci,0.4,0.2,0.3,0.2,0.9,0.8,0.9,20598941.049665645,2789804.340476191,195,46,30,149,8.507157914915426,,20598941.049665645,20598941.049665637,20598941.049665645,3.616972629301623e-16,False,0.334338903427124,195,46,149,30,2789804.340476191,166255.60103896106,674106.9857142859,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p9__expid0__d9f36ca588,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.2,0.9,0.8,0.9,745032.9967966666,2167766.7702380954,177,84,57,93,,,745032.9967966666,745032.9967966666,745032.9967966666,0.0,False,0.07823300361633301,177,84,93,57,2167766.7702380954,343105.09809523815,497304.33214285714,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d0p9__expid0__d9f36ca588,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.2,0.9,0.8,0.9,0.0,2183580.07,240,160,34,0,,,0.0,0.0,0.0,0.0,False,0.03781580924987793,240,160,0,34,2183580.07,733435.1981818182,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p9__g0p8__d1__expid0__d56e1c74ae,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.2,0.9,0.8,1.0,4952212.487135235,1525523.9904761903,174,7,57,0,8.32859866126265,146.2258781249679,4952212.487135235,4457564.409060614,4952212.487135235,0.0998842596838501,True,120.00594687461853,174,7,0,57,1525523.9904761903,217096.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.9,0.8,5,grid,,,
